Serie 9 Dragons Rising	Heroes	67	Gayle Gossip
Serie 9 Dragons Rising	Heroes	68	Action Team Sora & Nya
Serie 9 Dragons Rising	Heroes	69	Detective Zane
Serie 9 Dragons Rising	Heroes	7	Ultra Nya
Serie 9 Dragons Rising	Heroes	70	Team Arin & Riyu
Serie 9 Dragons Rising	Heroes	71	Racer Seven
Serie 9 Dragons Rising	Heroes	72	Team Lloyd & Cole
Serie 9 Dragons Rising	Heroes	73	Ninja Novice Arin
Serie 9 Dragons Rising	Heroes	74	Action Team Lloyd, Kai & Jay
Serie 9 Dragons Rising	Heroes	75	Flapping Riyu
Serie 9 Dragons Rising	Heroes	76	Team Zane & Master Wu
Serie 9 Dragons Rising	Heroes	77	Ninja Novice Sora
Serie 9 Dragons Rising	Heroes	78	Team Baker & Tea Vendor
Serie 9 Dragons Rising	Heroes	79	Action Master Wu
Serie 9 Dragons Rising	Heroes	8	Zane
Serie 9 Dragons Rising	Heroes	80	Ninja Novice Team Sora & Arin
Serie 9 Dragons Rising	Heroes	81	Action Team Arin, Sora & Wyldfyre
Serie 9 Dragons Rising	Heroes	9	Action Jay
Serie 9 Dragons Rising	Limited Edition Cards	LE1	Brave Lloyd Limited Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE10	Nya Limited Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE11	Zane Limited Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE12	Arin Limited Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE13	Wild Ras Limited Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE14	Jay Limited Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE15	Sora Limited Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE16	Wyldfyre Limited Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE17	Empress Beatrix Limited Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE18	Ras Limited Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE19	Rapton Limited Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE2	Brave Arin Limited Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE20	Dorama Limited Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE21	Arin Golden Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE22	Ras Golden Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE23	Team Arin & Sora Limited Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE24	Team Lloyd & Kai Limited Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE25	Team Zane & Cole Limited Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE26	Team Beatrix & Ras Limited Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE27	Zane vs Dorama Limited Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE28	Arin vs Ras Limited Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE29	Lloyd vs Beatrix Limited Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE3	Brave Cole Limited Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE30	Kai vs Rapton Limited Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE4	Kai Limited Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE5	Brave Zane Limited Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE6	Brave Kai Limited Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE7	Lloyd Limited Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE8	Brave Jay Limited Edition
Serie 9 Dragons Rising	Limited Edition Cards	LE9	Cole Limited Edition
Serie 9 Dragons Rising	Puzzle Cards / Comic Heroes Puzzle	235	Comic Heroes Puzzle 1
Serie 9 Dragons Rising	Puzzle Cards / Comic Heroes Puzzle	236	Comic Heroes Puzzle 2
Serie 9 Dragons Rising	Puzzle Cards / Comic Heroes Puzzle	237	Comic Heroes Puzzle 3
Serie 9 Dragons Rising	Puzzle Cards / Comic Heroes Puzzle	238	Comic Heroes Puzzle 4
Serie 9 Dragons Rising	Puzzle Cards / Comic Heroes Puzzle	239	Comic Heroes Puzzle 5
Serie 9 Dragons Rising	Puzzle Cards / Comic Heroes Puzzle	240	Comic Heroes Puzzle 6
Serie 9 Dragons Rising	Puzzle Cards / Comic Heroes Puzzle	241	Comic Heroes Puzzle 7
Serie 9 Dragons Rising	Puzzle Cards / Comic Heroes Puzzle	242	Comic Heroes Puzzle 8
Serie 9 Dragons Rising	Puzzle Cards / Comic Heroes Puzzle	243	Comic Heroes Puzzle 9
Serie 9 Dragons Rising	Puzzle Cards / Ninja vs Imperium Puzzle	244	Ninja vs Imperium Puzzle 1
Serie 9 Dragons Rising	Puzzle Cards / Ninja vs Imperium Puzzle	245	Ninja vs Imperium Puzzle 2
Serie 9 Dragons Rising	Puzzle Cards / Ninja vs Imperium Puzzle	246	Ninja vs Imperium Puzzle 3
Serie 9 Dragons Rising	Puzzle Cards / Ninja vs Imperium Puzzle	247	Ninja vs Imperium Puzzle 4
Serie 9 Dragons Rising	Puzzle Cards / Ninja vs Imperium Puzzle	248	Ninja vs Imperium Puzzle 5
Serie 9 Dragons Rising	Puzzle Cards / Ninja vs Imperium Puzzle	249	Ninja vs Imperium Puzzle 6
Serie 9 Dragons Rising	Puzzle Cards / Ninja vs Imperium Puzzle	250	Ninja vs Imperium Puzzle 7
Serie 9 Dragons Rising	Puzzle Cards / Ninja vs Imperium Puzzle	251	Ninja vs Imperium Puzzle 8
Serie 9 Dragons Rising	Puzzle Cards / Ninja vs Imperium Puzzle	252	Ninja vs Imperium Puzzle 9
Serie 9 Dragons Rising	Puzzle Cards / Rapid Vehicles Puzzle	226	Rapid Vehicles Puzzle 1
Serie 9 Dragons Rising	Puzzle Cards / Rapid Vehicles Puzzle	227	Rapid Vehicles Puzzle 2
Serie 9 Dragons Rising	Puzzle Cards / Rapid Vehicles Puzzle	228	Rapid Vehicles Puzzle 3
Serie 9 Dragons Rising	Puzzle Cards / Rapid Vehicles Puzzle	229	Rapid Vehicles Puzzle 4
Serie 9 Dragons Rising	Puzzle Cards / Rapid Vehicles Puzzle	230	Rapid Vehicles Puzzle 5
Serie 9 Dragons Rising	Puzzle Cards / Rapid Vehicles Puzzle	231	Rapid Vehicles Puzzle 6
Serie 9 Dragons Rising	Puzzle Cards / Rapid Vehicles Puzzle	232	Rapid Vehicles Puzzle 7
Serie 9 Dragons Rising	Puzzle Cards / Rapid Vehicles Puzzle	233	Rapid Vehicles Puzzle 8
Serie 9 Dragons Rising	Puzzle Cards / Rapid Vehicles Puzzle	234	Rapid Vehicles Puzzle 9
Serie 9 Dragons Rising	Trap Cards	190	Old Cap
Serie 9 Dragons Rising	Trap Cards	191	Tumbling
Serie 9 Dragons Rising	Trap Cards	192	The Merge
Serie 9 Dragons Rising	Trap Cards	193	Hanging Around
Serie 9 Dragons Rising	Trap Cards	194	Watchdogs
Serie 9 Dragons Rising	Trap Cards	195	Explosive Technology
Serie 9 Dragons Rising	Trap Cards	196	Loose Rudder
Serie 9 Dragons Rising	Trap Cards	197	Outer Realm Invasion
Serie 9 Dragons Rising	Trap Cards	198	Robo-Security
Serie 9 Dragons Rising	Trap Cards	199	Blinded
Serie 9 Dragons Rising	Trap Cards	200	Bye Bye
Serie 9 Dragons Rising	Trap Cards	201	Trapped Dragon
Serie 9 Dragons Rising	Trap Cards	202	Gnnnn!
Serie 9 Dragons Rising	Trap Cards	203	Baby Dragon Nap
Serie 9 Dragons Rising	Trap Cards	204	Lurking
Serie 9 Dragons Rising	Trap Cards	205	Busted
Serie 9 Dragons Rising	Trap Cards	206	Convicted Magician
Serie 9 Dragons Rising	Trap Cards	207	Geared Up Dragon
Serie 9 Dragons Rising	Vehicle Cards	208	Kai's Dragon Car
Serie 9 Dragons Rising	Vehicle Cards	209	Photac Beast
Serie 9 Dragons Rising	Vehicle Cards	210	Hover Flyer
Serie 9 Dragons Rising	Vehicle Cards	211	Zane's Dragon Power Spinjitzu Race Car
Serie 9 Dragons Rising	Vehicle Cards	212	Rapton's Glider
Serie 9 Dragons Rising	Vehicle Cards	213	Sora's Bike
Serie 9 Dragons Rising	Vehicle Cards	214	Sora's Mech
Serie 9 Dragons Rising	Vehicle Cards	215	Ras's Hovercraft
Serie 9 Dragons Rising	Vehicle Cards	216	Lava Dragon Heatwave
Serie 9 Dragons Rising	Vehicle Cards	217	Arin's Ninja Team Mech
Serie 9 Dragons Rising	Vehicle Cards	218	Lloyd's Ninja Team Mech
Serie 9 Dragons Rising	Vehicle Cards	219	Elemental Dragon Jiro
Serie 9 Dragons Rising	Vehicle Cards	220	The Empress Mech
Serie 9 Dragons Rising	Vehicle Cards	221	Jay's Flyer
Serie 9 Dragons Rising	Vehicle Cards	222	Destiny's Bounty
Serie 9 Dragons Rising	Vehicle Cards	223	Elemental Dragon
Serie 9 Dragons Rising	Vehicle Cards	224	Jet Plane
Serie 9 Dragons Rising	Vehicle Cards	225	Energy Dragon
Serie 9 Dragons Rising	Villains	100	Mega Empress Beatrix
Serie 9 Dragons Rising	Villains	101	Comic Ras
Serie 9 Dragons Rising	Villains	102	Ultra Rapton
Serie 9 Dragons Rising	Villains	103	Strong Doctor LaRow
Serie 9 Dragons Rising	Villains	104	Strong Dorama
Serie 9 Dragons Rising	Villains	105	Action Imperium Guard Commander
Serie 9 Dragons Rising	Villains	106	Strong Imperium Claw General
Serie 9 Dragons Rising	Villains	107	Comic Imperium Guard
Serie 9 Dragons Rising	Villains	108	Strong Imperium Claw Hunter
Serie 9 Dragons Rising	Villains	109	Empress Beatrix
Serie 9 Dragons Rising	Villains	110	Mega Ras
Serie 9 Dragons Rising	Villains	111	Action Rapton
Serie 9 Dragons Rising	Villains	112	Comic Doctor LaRow
Serie 9 Dragons Rising	Villains	113	Mega Dorama
Serie 9 Dragons Rising	Villains	114	Imperium Guard Commander
Serie 9 Dragons Rising	Villains	115	Action Imperium Claw General
Serie 9 Dragons Rising	Villains	116	Strong Imperium Guard
Serie 9 Dragons Rising	Villains	117	Comic Imperium Claw Hunter
Serie 9 Dragons Rising	Villains	118	Action Empress Beatrix
Serie 9 Dragons Rising	Villains	119	Ultra Ras
Serie 9 Dragons Rising	Villains	120	Rapton
Serie 9 Dragons Rising	Villains	121	Mega Doctor LaRow
Serie 9 Dragons Rising	Villains	122	Comic Dorama
Serie 9 Dragons Rising	Villains	123	Strong Imperium Guard Commander
Serie 9 Dragons Rising	Villains	124	Mega Imperium Claw General
Serie 9 Dragons Rising	Villains	125	Miss Demeanor
Serie 9 Dragons Rising	Villains	126	Team Empress Beatrix & Ras
Serie 9 Dragons Rising	Villains	127	Kreel
Serie 9 Dragons Rising	Villains	128	Action Bone King
Serie 9 Dragons Rising	Villains	129	Team Doctor LaRow & Dorama
Serie 9 Dragons Rising	Villains	130	Mean Bone Knight
Serie 9 Dragons Rising	Villains	131	Action Team Ras & Rapton
Serie 9 Dragons Rising	Villains	132	Mean Bone Guard
Serie 9 Dragons Rising	Villains	133	Team Imperium Guard Commander & Guard
Serie 9 Dragons Rising	Villains	134	Action Bone Warrior
Serie 9 Dragons Rising	Villains	135	Mean Bone Hunter
Serie 9 Dragons Rising	Villains	136	Team Imperium Claw General & Hunter
Serie 9 Dragons Rising	Villains	137	Mean Bone King
Serie 9 Dragons Rising	Villains	138	Action Bone Knight
Serie 9 Dragons Rising	Villains	139	Team Bone Knight & Bone Guard
Serie 9 Dragons Rising	Villains	140	Strong Bone Guard
Serie 9 Dragons Rising	Villains	141	Team Bone King & Bone Hunter
Serie 9 Dragons Rising	Villains	142	Mean Bone Warrior
Serie 9 Dragons Rising	Villains	143	Action Bone Hunter
Serie 9 Dragons Rising	Villains	144	Team Imperium Claw General & Guard Commander
Serie 9 Dragons Rising	Villains	145	Strong Bone King
Serie 9 Dragons Rising	Villains	146	Strong Bone Knight
Serie 9 Dragons Rising	Villains	147	Team Imperium Claw Hunter & Guard
Serie 9 Dragons Rising	Villains	148	Action Bone Guard
Serie 9 Dragons Rising	Villains	149	Team Bone Knight, Warrior & Guard
Serie 9 Dragons Rising	Villains	150	Strong Bone Warrior
Serie 9 Dragons Rising	Villains	151	Action Team Bone King & Bone Warrior
Serie 9 Dragons Rising	Villains	152	Strong Bone Hunter
Serie 9 Dragons Rising	Villains	153	Team Empress Beatrix, Rapton & Ras
Serie 9 Dragons Rising	Villains	82	Ultra Beatrix
Serie 9 Dragons Rising	Villains	83	Ras
Serie 9 Dragons Rising	Villains	84	Comic Rapton
Serie 9 Dragons Rising	Villains	85	Action Doctor LaRow
Serie 9 Dragons Rising	Villains	86	Dorama
Serie 9 Dragons Rising	Villains	87	Mega Imperium Guard Commander
Serie 9 Dragons Rising	Villains	88	Comic Imperium Claw General
Serie 9 Dragons Rising	Villains	89	Imperium Guard
Serie 9 Dragons Rising	Villains	90	Action Imperium Claw Hunter
Serie 9 Dragons Rising	Villains	91	Comic Empress Beatrix
Serie 9 Dragons Rising	Villains	92	Action Ras
Serie 9 Dragons Rising	Villains	93	Mega Rapton
Serie 9 Dragons Rising	Villains	94	Doctor LaRow
Serie 9 Dragons Rising	Villains	95	Action Dorama
Serie 9 Dragons Rising	Villains	96	Comic Imperium Guard Commander
Serie 9 Dragons Rising	Villains	97	Imperium Claw General
Serie 9 Dragons Rising	Villains	98	Action Imperium Guard
Serie 9 Dragons Rising	Villains	99	Imperium Claw Hunter
Serie 9 Dragons Rising	XXL Cards	XXL1	Ultra Arin
Serie 9 Dragons Rising	XXL Cards	XXL2	Ultra Lloyd
Serie 9 Next Level Dragons Rising	Action Cards	167	Wyld Baby
Serie 9 Next Level Dragons Rising	Action Cards	168	Failed Project
Serie 9 Next Level Dragons Rising	Action Cards	169	Mustache
Serie 9 Next Level Dragons Rising	Action Cards	170	Scribble
Serie 9 Next Level Dragons Rising	Action Cards	171	Hot Food
Serie 9 Next Level Dragons Rising	Action Cards	172	Vandalism
Serie 9 Next Level Dragons Rising	Action Cards	173	Mechanic Pod
Serie 9 Next Level Dragons Rising	Action Cards	174	Look-Alike
Serie 9 Next Level Dragons Rising	Action Cards	175	Spiritual
Serie 9 Next Level Dragons Rising	Action Cards	176	Algae Noodles
Serie 9 Next Level Dragons Rising	Action Cards	177	Old Equipment
Serie 9 Next Level Dragons Rising	Action Cards	178	Hopeless
Serie 9 Next Level Dragons Rising	Action Cards	179	Coral Crown
Serie 9 Next Level Dragons Rising	Action Cards	180	Stunned
Serie 9 Next Level Dragons Rising	Action Cards	181	Djinn Power
Serie 9 Next Level Dragons Rising	Action Cards	182	Familiar Shape
Serie 9 Next Level Dragons Rising	Action Cards	183	Gloomy
Serie 9 Next Level Dragons Rising	Action Cards	184	Strange Portal
Serie 9 Next Level Dragons Rising	Heroes	1	Dragon Team Matriarch
Serie 9 Next Level Dragons Rising	Heroes	10	Mech Wyldfyre
Serie 9 Next Level Dragons Rising	Heroes	100	Legacy Duo Master Wu & P.I.X.A.L.
Serie 9 Next Level Dragons Rising	Heroes	11	Dragon Team Earth Dragon
Serie 9 Next Level Dragons Rising	Heroes	12	Dragon Team Cole
Serie 9 Next Level Dragons Rising	Heroes	13	Level Up Climber Arin
Serie 9 Next Level Dragons Rising	Heroes	14	Mech Lloyd
Serie 9 Next Level Dragons Rising	Heroes	15	Level Up Climber Kai
Serie 9 Next Level Dragons Rising	Heroes	16	Mech Nya
Serie 9 Next Level Dragons Rising	Heroes	17	Mega Climber Zane
Serie 9 Next Level Dragons Rising	Heroes	18	Mech Jay
Serie 9 Next Level Dragons Rising	Heroes	19	Action Mech Sora
Serie 9 Next Level Dragons Rising	Heroes	2	Dragon Team Lloyd
Serie 9 Next Level Dragons Rising	Heroes	20	Mega Climber Wyldfyre
Serie 9 Next Level Dragons Rising	Heroes	21	Action Mech Arin
Serie 9 Next Level Dragons Rising	Heroes	22	Dragon Team Jiro
Serie 9 Next Level Dragons Rising	Heroes	23	Dragon Team Jay
Serie 9 Next Level Dragons Rising	Heroes	24	Mega Climber Lloyd
Serie 9 Next Level Dragons Rising	Heroes	25	Mech Kai
Serie 9 Next Level Dragons Rising	Heroes	26	Mega Climber Cole
Serie 9 Next Level Dragons Rising	Heroes	27	Action Mech Nya
Serie 9 Next Level Dragons Rising	Heroes	28	Level Up Climber Zane
Serie 9 Next Level Dragons Rising	Heroes	29	Climber Sora
Serie 9 Next Level Dragons Rising	Heroes	3	Mech Arin
Serie 9 Next Level Dragons Rising	Heroes	30	Climber Wyldfyre
Serie 9 Next Level Dragons Rising	Heroes	31	Mega Climber Arin
Serie 9 Next Level Dragons Rising	Heroes	32	Dragon Team Zane
Serie 9 Next Level Dragons Rising	Heroes	33	Dragon Team Ice Dragon
Serie 9 Next Level Dragons Rising	Heroes	34	Level Up Climber Lloyd
Serie 9 Next Level Dragons Rising	Heroes	35	Mech Cole
Serie 9 Next Level Dragons Rising	Heroes	36	Climber Nya
Serie 9 Next Level Dragons Rising	Heroes	37	Dragon Team Kai
Serie 9 Next Level Dragons Rising	Heroes	38	Dragon Team Fire Dragon
Serie 9 Next Level Dragons Rising	Heroes	39	Level Up Climber Jay
Serie 9 Next Level Dragons Rising	Heroes	4	Level Up Climber Cole
Serie 9 Next Level Dragons Rising	Heroes	40	Action Climber Sora
Serie 9 Next Level Dragons Rising	Heroes	41	Action Climber Wyldfyre
Serie 9 Next Level Dragons Rising	Heroes	42	Matriarch
Serie 9 Next Level Dragons Rising	Heroes	43	Heatwave
Serie 9 Next Level Dragons Rising	Heroes	44	Earth Dragon
Serie 9 Next Level Dragons Rising	Heroes	45	Zanth
Serie 9 Next Level Dragons Rising	Heroes	46	Jiro
Serie 9 Next Level Dragons Rising	Heroes	47	Euphrasia
Serie 9 Next Level Dragons Rising	Heroes	48	Comic Riyu
Serie 9 Next Level Dragons Rising	Heroes	49	Smith Kai
Serie 9 Next Level Dragons Rising	Heroes	5	Mega Climber Kai
Serie 9 Next Level Dragons Rising	Heroes	50	Mr. Frohicky
Serie 9 Next Level Dragons Rising	Heroes	51	Master Lloyd
Serie 9 Next Level Dragons Rising	Heroes	52	Geo
Serie 9 Next Level Dragons Rising	Heroes	53	Bonzle
Serie 9 Next Level Dragons Rising	Heroes	54	Agent Jay
Serie 9 Next Level Dragons Rising	Heroes	55	Mech Duo Lloyd & Kai
Serie 9 Next Level Dragons Rising	Heroes	56	Mech Duo Zane & Jay
Serie 9 Next Level Dragons Rising	Heroes	57	Mech Duo Sora & Wyldfyre
Serie 9 Next Level Dragons Rising	Heroes	58	Mech Duo Arin & Cole
Serie 9 Next Level Dragons Rising	Heroes	59	Duo Euphrasia & Nya
Serie 9 Next Level Dragons Rising	Heroes	6	Level Up Climber Nya
Serie 9 Next Level Dragons Rising	Heroes	60	Duo Geo & Bonzle
Serie 9 Next Level Dragons Rising	Heroes	61	Duo Smith Kai & Agent Jay
Serie 9 Next Level Dragons Rising	Heroes	62	Duo Earth Dragon & Heatwave
Serie 9 Next Level Dragons Rising	Heroes	63	Duo Zanth & Jiro
Serie 9 Next Level Dragons Rising	Heroes	64	Mega Legacy Lloyd
Serie 9 Next Level Dragons Rising	Heroes	65	Legacy Kai
Serie 9 Next Level Dragons Rising	Heroes	66	Legacy Cole
Serie 9 Next Level Dragons Rising	Heroes	67	Mega Legacy Nya
Serie 9 Next Level Dragons Rising	Heroes	68	Legacy Zane
Serie 9 Next Level Dragons Rising	Heroes	69	Legacy Jay
Serie 9 Next Level Dragons Rising	Heroes	7	Mech Zane
Serie 9 Next Level Dragons Rising	Heroes	70	Legacy Master Wu
Serie 9 Next Level Dragons Rising	Heroes	71	Dareth
Serie 9 Next Level Dragons Rising	Heroes	72	Skylor
Serie 9 Next Level Dragons Rising	Heroes	73	Legacy Lloyd
Serie 9 Next Level Dragons Rising	Heroes	74	Mega Legacy Kai
Serie 9 Next Level Dragons Rising	Heroes	75	Strong Legacy Cole
Serie 9 Next Level Dragons Rising	Heroes	76	Legacy Nya
Serie 9 Next Level Dragons Rising	Heroes	77	Mega Legacy Zane
Serie 9 Next Level Dragons Rising	Heroes	78	Strong Legacy Jay
Serie 9 Next Level Dragons Rising	Heroes	79	Strong Legacy Master Wu
Serie 9 Next Level Dragons Rising	Heroes	8	Mega Climber Jay
Serie 9 Next Level Dragons Rising	Heroes	80	P.I.X.A.L.
Serie 9 Next Level Dragons Rising	Heroes	81	Postman
Serie 9 Next Level Dragons Rising	Heroes	82	Strong Legacy Lloyd
Serie 9 Next Level Dragons Rising	Heroes	83	Strong Legacy Kai
Serie 9 Next Level Dragons Rising	Heroes	84	Mega Legacy Cole
Serie 9 Next Level Dragons Rising	Heroes	85	Strong Legacy Nya
Serie 9 Next Level Dragons Rising	Heroes	86	Strong Legacy Zane
Serie 9 Next Level Dragons Rising	Heroes	87	Action Legacy Jay
Serie 9 Next Level Dragons Rising	Heroes	88	Ray
Serie 9 Next Level Dragons Rising	Heroes	89	Maya
Serie 9 Next Level Dragons Rising	Heroes	9	Mech Sora
Serie 9 Next Level Dragons Rising	Heroes	90	Commissioner
Serie 9 Next Level Dragons Rising	Heroes	91	Action Legacy Lloyd
Serie 9 Next Level Dragons Rising	Heroes	92	Action Legacy Kai
Serie 9 Next Level Dragons Rising	Heroes	93	Action Legacy Cole
Serie 9 Next Level Dragons Rising	Heroes	94	Action Legacy Nya
Serie 9 Next Level Dragons Rising	Heroes	95	Action Legacy Zane
Serie 9 Next Level Dragons Rising	Heroes	96	Mega Legacy Jay
Serie 9 Next Level Dragons Rising	Heroes	97	Legacy Duo Lloyd & Kai
Serie 9 Next Level Dragons Rising	Heroes	98	Legacy Duo Nya & Jay
Serie 9 Next Level Dragons Rising	Heroes	99	Legacy Duo Cole & Zane
Serie 9 Next Level Dragons Rising	Limited Edition Cards	LE1	Strong Kai Limited Edition
Serie 9 Next Level Dragons Rising	Limited Edition Cards	LE10	Action Lloyd Limited Edition
Serie 9 Next Level Dragons Rising	Limited Edition Cards	LE11	Action Cole Limited Edition
